id	vernacularName	language	locality
274	guambixima	PORTUGUES	Sudeste
274	guamexira	PORTUGUES	Sudeste
274	guamixira	PORTUGUES	Sudeste
275	folha-de-serra	PORTUGUES	Rio de Janeiro
276	guambixim	PORTUGUES	
276	guambixima	PORTUGUES	
276	guamixira	PORTUGUES	
277	guamixira	PORTUGUES	Sudeste
277	teimosa	PORTUGUES	Sudeste
285	gramirim-café	PORTUGUES	Espírito Santo
301	matapira	PORTUGUES	Acre
301	mata-rabujo	PORTUGUES	Acre
301	pirarara-branca	PORTUGUES	Acre
342	folha-miúda	PORTUGUES	Bahia
342	mucambo	PORTUGUES	Bahia
342	pau-marfim	PORTUGUES	Pernambuco
342	pereiro-preto	PORTUGUES	Bahia
343	embira	PORTUGUES	
343	farinha-seca	PORTUGUES	
343	gramixinga	PORTUGUES	
343	guamixinga	PORTUGUES	
343	guamuxinga	PORTUGUES	
343	guarataia	PORTUGUES	
343	guataia	PORTUGUES	
343	guatambu	PORTUGUES	
343	marfim	PORTUGUES	
343	pau-cetim	PORTUGUES	
343	pau-liso	PORTUGUES	
343	pau-marfim	PORTUGUES	
343	pequiá-mamona	PORTUGUES	
401	bergamota	PORTUGUES	Sudeste e Sul
401	tangerina	PORTUGUES	Sudeste e Sul
401	mexeriqueira	PORTUGUES	Sudeste e Centro-Oeste
401	mixirica	PORTUGUES	Centro-Oeste, Nordeste
401	mexirica	PORTUGUES	Sudeste
401	poncã	PORTUGUES	
401	tangerina-poncã	PORTUGUES	
401	tangerina-comum	PORTUGUES	
401	mandarin	INGLES	
401	tangerine	INGLES	
401	naartjie	INGLES	
401	mandarim	PORTUGUES	
401	mimosa	PORTUGUES	
401	mexerica	PORTUGUES	
409	laranjeira	PORTUGUES	
409	laranja	PORTUGUES	
409	tangerina	PORTUGUES	
409	king-orange	INGLES	
409	laranja-king	PORTUGUES	
414	limão-eureka	PORTUGUES	
414	limão-siciliano	PORTUGUES	
414	limão	PORTUGUES	Sudeste e Centro-Oeste
414	limão-cravo	PORTUGUES	Sudeste e Centro-Oeste
414	limão-verdadeiro	PORTUGUES	
414	limoeiro	PORTUGUES	
414	limão-verde	PORTUGUES	
414	lima	PORTUGUES	
414	lemon	INGLES	
453	pitaguará	PORTUGUES	Sudeste
455	ovira-sapo	PORTUGUES	São Paulo
457	ovira-sapo	PORTUGUES	Sudeste
459	língua-de-vaca	PORTUGUES	Pará
459	pau-branco	PORTUGUES	Pará
461	laranjinha-pequena	PORTUGUES	Maranhão
461	pé-d'anta	PORTUGUES	Maranhão
466	café-bravo	PORTUGUES	Ceará
466	lírio-do-mato	PORTUGUES	Pernambuco
466	rapadura-branca	PORTUGUES	Espírito Santo
469	língua-de-vaca	PORTUGUES	Ceará
469	orelhudo	PORTUGUES	Espírito Santo
475	angustura-de-cheiro	PORTUGUES	Sudeste
479	laranjinha-brava	PORTUGUES	São Paulo
479	tira-prosa	PORTUGUES	São Paulo
485	angustura-venenosa	PORTUGUES	Amazonas
541	huaman-samana	PORTUGUES	Peru
541	sombrerillo	PORTUGUES	Bolívia
542	ardente	PORTUGUES	SP
542	brauninha	PORTUGUES	MG
542	cetim-amargoso	PORTUGUES	SP
542	pau-de-urubu	PORTUGUES	BA
542	pau-vidro	PORTUGUES	MG
542	piolho-de-urubu	PORTUGUES	BA
542	sabugueiro-da-mata	PORTUGUES	RJ e SP
555	alecrim-de-cobra	PORTUGUES	Alagoas
555	maricutinha	PORTUGUES	Bahia
555	alfavaca-brava	PORTUGUES	Pará
555	alfavaca-de-cobra	PORTUGUES	Amazonas
555	pimenta-de-lagarta	PORTUGUES	Pará
557	japaranduba	PORTUGUES	Pernambuco
581	canela-de-veado	PORTUGUES	SC
581	cutia	PORTUGUES	SC
583	laranjeira-do-mato	PORTUGUES	Sudeste
583	mamoninha	PORTUGUES	Sudeste
583	três-folhas	PORTUGUES	Sudeste e Sul
583	três-folhas-do-mato	PORTUGUES	Sudeste e Sul
589	chupa-ferro	PORTUGUES	Sudeste e Sul
589	guaxipita	PORTUGUES	Sudeste e Sul
589	guaxupita	PORTUGUES	Sudeste e Sul
589	mamonarana	PORTUGUES	Norte
589	pitaguará-amarelo	PORTUGUES	Sudeste e Sul
601	guarantã	PORTUGUES	Sudeste
601	guarataiá-vermelha	PORTUGUES	ES
607	burandiga	PORTUGUES	Pará
607	cocão-coringa	PORTUGUES	Ceará
607	mururezinho	PORTUGUES	Mato Grosso
617	pau-d'arquinho	PORTUGUES	Acre
621	amarelão	PORTUGUES	Maranhão
621	pau-amarelo	PORTUGUES	Pará
734	laranjinha-branca	PORTUGUES	Norte
734	akuciparandyp	PORTUGUES	Guiana Francesa e norte do Brasil
734	ucikarandu	PORTUGUES	Guiana Francesa e norte do Brasil
746	carrapateiro	PORTUGUES	São Paulo
746	chupa-ferro	PORTUGUES	Sudeste
746	guamixinga	PORTUGUES	Sudeste
746	jasmim-do-mato	PORTUGUES	Sudeste
746	mamoninha	PORTUGUES	Minas Gerais
746	quina-de-três-folhas	PORTUGUES	Sudeste
746	quina-falsa	PORTUGUES	Sudeste
746	quina-quina	PORTUGUES	Sudetes
746	ticoró	PORTUGUES	Sudeste
746	três-folhas-do-mato	PORTUGUES	São Paulo
746	três-folhas	PORTUGUES	Sudeste
750	muelinha	PORTUGUES	Bahia, Bondar 153
771	amarelinho	PORTUGUES	Acre
771	araçá-preto	PORTUGUES	Mato Grosso
771	burangica	PORTUGUES	Maranhão
771	canela-de-velho	PORTUGUES	Acre
771	estalador	PORTUGUES	Acre
771	folha-de-couro	PORTUGUES	Maranhão
771	jaborandi	PORTUGUES	Maranhão
771	pé-de-porco	PORTUGUES	Pará
771	teju-ka'a	PORTUGUES	Maranhão
771	pau-d'arquinho	PORTUGUES	Acre
771	pirarara-da-folha-miúda	PORTUGUES	Acre
774	amarelinho	PORTUGUES	São Paulo
774	canela-de-veado	PORTUGUES	São Paulo, Santa Catarina e Rio Grande do Sul
774	cun-cun	PORTUGUES	Santa Catarina, Rio Grande do Sul
774	osso-de-burro	PORTUGUES	São Paulo
777	grumari	PORTUGUES	Galvão 387 e 565
777	gumarim	PORTUGUES	Galvão 387 e 565
777	três-folhas	PORTUGUES	Glaziou 18177
786	coronel	PORTUGUES	Bahia
786	laranjinha	PORTUGUES	Pernambuco
786	paratudo-vermelho	PORTUGUES	Espírito Santo
786	pratudo	PORTUGUES	Bahia, Minas Gerais, Rio de Janeiro
786	lima-d'anta	PORTUGUES	Minas Gerais
790	cachaceiro	PORTUGUES	Amazônia
795	para-tudo	PORTUGUES	
795	quina	PORTUGUES	
795	quina-do-campo	PORTUGUES	
814	café-bravo	PORTUGUES	Maranhão
814	pirarara	PORTUGUES	Acre
814	casca-grossa	PORTUGUES	Acre
814	pau-d'arquinho	PORTUGUES	Acre
814	pirarara-branca	PORTUGUES	Acre
817	pau-voação	PORTUGUES	Bahia
817	redondo	PORTUGUES	Pernambuco
819	carrapateiro	PORTUGUES	PR
819	chupa-ferro	PORTUGUES	SP
819	pitaguará	PORTUGUES	SP
819	vira-sarerê	PORTUGUES	BA
823	arco-de-pipa	PORTUGUES	MG
823	caputuna	PORTUGUES	SP
823	cataguá	PORTUGUES	SP
823	laranjeira-do-mato	PORTUGUES	MG
823	limoeira-do-mato	PORTUGUES	MG
837	falsa-murta	PORTUGUES	Sudeste e Sul
837	murta	PORTUGUES	
847	arapoca	PORTUGUES	vários estados, muitas exsicatas e em Pio Correa 1926
847	banha-de-galinha	PORTUGUES	Bahia
847	mucanga	PORTUGUES	Bahia e Minas Gerais
847	sucanga	PORTUGUES	Bahia e Minas Gerais
847	guarantão	PORTUGUES	Sudeste e Bahia
847	guarataia-branca	PORTUGUES	Sudeste e Bahia
847	candeia-do-mato	PORTUGUES	Sudeste
847	arapoca-branca	PORTUGUES	vários estados, muitas exsicatas e em Pio Correa 1926
847	arapoca-verdadeira	PORTUGUES	vários estados, muitas exsicatas e em Pio Correa 1926
849	amarelinho	PORTUGUES	Sudeste e Nordeste
849	arapoca-amarela	PORTUGUES	Sudeste e Bahia
849	cocão	PORTUGUES	Ceará
849	gema-de-ovo	PORTUGUES	Sudeste
849	guataiapoca	PORTUGUES	Sudeste
849	gurataiapoca	PORTUGUES	Sudeste
849	pau-amarelo	PORTUGUES	Sudeste
850	capança	PORTUGUES	Pará
850	caporé	PORTUGUES	Pará
850	pirarara	PORTUGUES	Acre
869	batiputazinho	PORTUGUES	Pará
876	jaborandi	PORTUGUES	Nordeste
882	arruda	PORTUGUES	Maranhão
882	arruda-brava	PORTUGUES	Maranhão
882	jaborandi	PORTUGUES	Pará, Maranhão e Piauí
887	pitaguará-do-branco	PORTUGUES	Santa Catarina
888	crista-de-peru	PORTUGUES	São Paulo
888	cutia	PORTUGUES	Paraná, Rio Grande do Sul
888	cutia-branca	PORTUGUES	Santa Catarina
888	guatambu	PORTUGUES	Paraná
888	guaximbiriçu	PORTUGUES	Paraná
888	jaborandi	PORTUGUES	Paraná, Rio Grande do Sul
888	pau-de-cutia	PORTUGUES	Paraná, Rio Grande do Sul
893	humaitá	PORTUGUES	Acre
893	jambú-açu	PORTUGUES	Acre
898	arengueiro	PORTUGUES	Bahia
898	catinga-de-porco	PORTUGUES	Bahia
898	jaborandi-da-restinga	PORTUGUES	Rio de Janeiro
898	jaburandi	PORTUGUES	Ceará
898	pimentinha	PORTUGUES	Ceará
900	jaborandi-da-restinga	PORTUGUES	Rio de Janeiro
901	catinga-de-porco	PORTUGUES	Nordeste
903	arengueiro	PORTUGUES	Bahia
903	catinga-de-porco	PORTUGUES	Bahia
903	jaborandi	PORTUGUES	Sudeste
903	jaburandi	PORTUGUES	Sudeste
907	jaborandi	PORTUGUES	Bahia
907	vidro	PORTUGUES	Bahia
908	catiguá	PORTUGUES	Minas Gerais
908	jaborandi	PORTUGUES	Piauí
953	cafezinho	PORTUGUES	Maranhão
961	cocão-coringa	PORTUGUES	Norte
964	osso-de-porco	PORTUGUES	ES
967	limão-do-mato	PORTUGUES	Sul
991	arruda	PORTUGUES	todas
1008	mameluco	PORTUGUES	Ceará, Fernandes et al. s.n., EAC
1008	manacá	PORTUGUES	Ceará, Couceiro & Cordeiro s.n., IPA
1008	sete-cascos	PORTUGUES	Pernambuco, Carvalho 39
1010	surucucumirá	PORTUGUES	Amazônia
1017	surucucumirá	PORTUGUES	
1021	quina-negra	PORTUGUES	Venezuela
1023	manacá	PORTUGUES	Mato Grosso
1023	manacá-do-cerrado	PORTUGUES	Centro-Oeste
1025	mamuri bali	INGLES	Guiana
1025	pariguanilla	ESPANHOL	Peru
1025	ingá-da-mata	PORTUGUES	Maranhão
1025	laranjinha	PORTUGUES	Maranhão
1042	guararupuangi	PORTUGUES	Acre
1048	pirarara-branca	PORTUGUES	Acre
1052	limãozinho	PORTUGUES	Nordeste
1068	laranjeira-brava	PORTUGUES	Bahia
1068	laranjeira-do-mato	PORTUGUES	Minas Gerais
1068	tinguaciba	PORTUGUES	Rio de Janeiro
1075	limãozinho	PORTUGUES	Acre
1075	tamanqueira	PORTUGUES	Mato Grosso
1075	limãozinho-amarelo	PORTUGUES	Acre
1081	arruda	PORTUGUES	Paraná
1081	espinheiro-preto	PORTUGUES	Ceará
1081	mamiqueira-fedorenta	PORTUGUES	São Paulo
1081	pau-de-barrão	PORTUGUES	Nordeste
1081	tabatinga	PORTUGUES	Rio de Janeiro
1081	tamanqueira	PORTUGUES	Pará
1081	cera-cozida	PORTUGUES	Mato Grosso do Sul
1081	limãozinho-preto	PORTUGUES	Ceará
1081	maminha-preta	PORTUGUES	Mato Grosso do Sul
1092	assacurana	PORTUGUES	Amazonas
1092	limãorana	PORTUGUES	Amazonas
1092	limãozinho	PORTUGUES	Acre e Amazonas
1092	tamanqueira	PORTUGUES	Amazonas e Pará
1100	limãozinho	PORTUGUES	Acre, Rondônia
1100	mama-de-porca	PORTUGUES	Pará
1100	tamanqueira	PORTUGUES	Pará
1100	tamanqueira-amarela	PORTUGUES	Pará
1104	arruda-amarela	PORTUGUES	São Paulo
1104	coentrilho	PORTUGUES	Santa Catarina
1104	mamica-de-cadela	PORTUGUES	sul do Brasil
1104	mamica-de-porca	PORTUGUES	sul do Brasil
1104	mamica-de-porca-branca	PORTUGUES	São Paulo
1108	coentrilho	PORTUGUES	Sul
1108	mamica-de-cadela	PORTUGUES	Sudeste e Sul
1108	mamica-de-porca	PORTUGUES	Sudeste e Sul
1114	catuaba-de-espinho	PORTUGUES	Maranhão
1114	laranjinha	PORTUGUES	Ceará
1114	quebra-faca	PORTUGUES	Ceará
1114	tinguaciba	PORTUGUES	Ceará
1116	ardente	PORTUGUES	Bahia
1116	laranjinha	PORTUGUES	Ceará
1116	limãozinho	PORTUGUES	Ceará
1118	maruparana	PORTUGUES	Amazonas
1118	tamanqueira-de-terra-firme	PORTUGUES	Pará
1124	juvevê	PORTUGUES	Sul
1124	tembetari	PORTUGUES	Sul
1133	laranjeira-do-mato	PORTUGUES	Rio de Janeiro
1133	limão-bravo	PORTUGUES	Bahia, Rio de Janeiro
1133	limãozinho	PORTUGUES	Alagoas, Pernambuco, Rio de Janeiro
1133	limeirinha	PORTUGUES	Pará, M.F.F. Silva et al. 1573
1133	maminha-de-porca	PORTUGUES	Minas Gerais e São Paulo
1133	tinguaciba-da-restinga	PORTUGUES	Rio de Janeiro
1135	maminha-de-porca	PORTUGUES	Sudeste
1135	limãozinho	PORTUGUES	Nordeste
1135	limão-bravo	PORTUGUES	Nordeste
1136	limeirinha	PORTUGUES	Pará
1136	pau-limão	PORTUGUES	Pará
1139	espinho-cheiroso	PORTUGUES	Bahia
1147	tamanqueira-de-espinho	PORTUGUES	Norte
1150	catuaba	PORTUGUES	Norte
1150	laranjinha	PORTUGUES	Norte
1150	limãozinho	PORTUGUES	Acre
1152	catinga-de-bode	PORTUGUES	Minas Gerais
1152	laranjeira-do-mato	PORTUGUES	Minas Gerais
1152	laranjinha	PORTUGUES	Pernambuco
1152	limão-bravo	PORTUGUES	Bahia, Minas Gerais, Paraíba, Pernambuco
1152	limãozinho	PORTUGUES	Bahia, Minas Gerais, Paraíba, Pernambuco
1152	mamica-de-porca	PORTUGUES	Paraná
1152	pau-barrão	PORTUGUES	Pernambuco
1152	tembetaru	PORTUGUES	Rio de Janeiro
1161	laranjeira	PORTUGUES	Sudeste
1161	laranjeira-brava	PORTUGUES	Sudeste
1161	tinguaciba	PORTUGUES	Sudeste
1162	carne-de-anta	PORTUGUES	Amazônia
1162	espinho-de-vintém	PORTUGUES	Sudeste e Sul
1162	juva	PORTUGUES	Sul
1162	juvevê	PORTUGUES	Sul
1162	laranjeira-brava	PORTUGUES	Nordeste
1162	laranjinha	PORTUGUES	Nordeste
1162	limãozinho	PORTUGUES	Nordeste
1162	mamica-de-cadela	PORTUGUES	Sudeste e Sul
1162	mamica-de-porca	PORTUGUES	Sudeste e Sul
1162	pau-de-cachorro	PORTUGUES	Rio Grande do Sul
1162	tamanqueira-de-espinho	PORTUGUES	Amazônia
1162	tamanqueira-limão	PORTUGUES	Amazônia
1162	tambatarão	PORTUGUES	Sudeste e Sul
1162	tembetaru	PORTUGUES	Sudeste e Sul
1162	teta-de-cadela	PORTUGUES	Sudeste e Sul
1162	tinguaciba	PORTUGUES	Sudeste e Sul
1162	tamanqueiro	PORTUGUES	Sudeste e Sul
1162	tamanqueira	PORTUGUES	Sudeste e Sul
1169	laranjeira-brava	PORTUGUES	São Paulo
1169	limãozinho	PORTUGUES	Acre, Rondônia
1169	mama-de-porca	PORTUGUES	Goiás, DF, Mato Grosso do Sul, São Paulo
1169	mamicão	PORTUGUES	São Paulo
1169	mamonilha-de-porca	PORTUGUES	Goiás
1169	tamanquaré	PORTUGUES	Mato Grosso
1169	limãozinho-branco	PORTUGUES	Acre
1174	mamica-de-porca	PORTUGUES	Mato Grosso do Sul
1174	maminha-de-porca	PORTUGUES	Mato Grosso do Sul
1175	mamica-de-porca	PORTUGUES	Centro-Oeste
1175	maminha-de-porca	PORTUGUES	Centro-Oeste
1181	limãozinho	PORTUGUES	Acre
1181	limãozinho-preto	PORTUGUES	Acre
1181	limãozinho-preto	PORTUGUES	Acre
1182	laranjeira-brava	PORTUGUES	Bahia
1182	laranjinha	PORTUGUES	Piauí
1182	limãozinho	PORTUGUES	Ceará
1184	espinho-de-barrão	PORTUGUES	Pernambuco
1184	limãozinho	PORTUGUES	Ceará, Paraíba
1186	laranjeira	PORTUGUES	Bahia
1301	pau-amargo	PORTUGUES	Sudeste e Sul
1301	pau-tenente	PORTUGUES	Sudeste
1301	tenente-josé	PORTUGUES	Sudeste
1307	caferana	PORTUGUES	Norte
4187	camarão-vermelho	PORTUGUES	
4199	pingo-de-sangue	PORTUGUES	Sudeste
4243	junta-de-cobra-de-mandioca	PORTUGUES	Sudeste
4252	cabo-de-lança	PORTUGUES	Sul
4254	sabugueiro	PORTUGUES	
4256	beldroega-miúda	PORTUGUES	Brasil
4256	beldro-da-praia	PORTUGUES	Brasil
4256	capim-salgado	PORTUGUES	Brasil
4256	vídrio	PORTUGUES	Brasil
4256	beldroega-da-praia	PORTUGUES	Brasil
4260	golfe	PORTUGUES	Nordeste
4262	golfe	PORTUGUES	nordeste
4263	golfe	PORTUGUES	centro-oeste
4266	língua-de-vaca	PORTUGUES	sul, sudeste
4267	golfe	PORTUGUES	Nordeste
4268	golfe	PORTUGUES	nordeste
4268	lingua-de-vaca	PORTUGUES	sudeste
4273	golfe	PORTUGUES	nordeste
4274	golfe	PORTUGUES	
4276	Lagartissa	PORTUGUES	Centro-Oeste
4281	jacinto	PORTUGUES	
4281	madressilva-brasileira	PORTUGUES	
4300	bico-de-nambu	PORTUGUES	
4309	mofungo-rabudo	PORTUGUES	Sul
4310	mofungo-gigante	PORTUGUES	Sul
4312	ançarinha-branca	PORTUGUES	
4312	erva-formigueira-branca	PORTUGUES	
4312	falsa-erva-de-santa-maria	PORTUGUES	
4312	erva-de-são-joão	PORTUGUES	
4312	fedegosa	PORTUGUES	
4312	dançarina-branca	PORTUGUES	Minas Gerais
4312	formigueira-branca	PORTUGUES	
4312	erva-formigueira-branca	PORTUGUES	
4313	mastruz	PORTUGUES	Acre
4317	thoronoé	PORTUGUES	
4319	solidonia	PORTUGUES	
4319	picão-de-tropeiro	PORTUGUES	
4320	corango-veludo	PORTUGUES	Sul
4330	ginseng-brasileiro	PORTUGUES	Sul
4330	canela-velha	PORTUGUES	Nordeste
4330	anador	PORTUGUES	Nordeste
4331	corango-de-seda	PORTUGUES	Sul
4332	corango-de-batata	PORTUGUES	Sul
4857	candinha	PORTUGUES	Ceará
4857	cipó-janamba	PORTUGUES	Maranhão
4864	jasmim-de-leite	PORTUGUES	
4864	jasmim-de-cachorro	PORTUGUES	
4864	leiteira	PORTUGUES	
4864	café-do-mato	PORTUGUES	
4864	leiteiro	PORTUGUES	
4883	caúna	PORTUGUES	Sul
4883	orelha-de-mico	PORTUGUES	Sul
4884	congonhinha	PORTUGUES	Sudeste
4887	congonhinha	PORTUGUES	Sudeste
4889	caúna	PORTUGUES	Sul
4889	mate	PORTUGUES	Sul
4889	erva-mate	PORTUGUES	Sul
4895	mange-da-serra	PORTUGUES	Rio de Janeiro
4904	erva-mate	PORTUGUES	
4904	mate	PORTUGUES	
4904	chá-mate	PORTUGUES	
4910	congonha	PORTUGUES	Sul
4913	antúrio-da-serra	PORTUGUES	sudeste, sul
4966	gravatá-de-lajedo	PORTUGUES	Bahia
4985	erva-de-cobra	PORTUGUES	Rio de Janeiro
4986	jararaca	PORTUGUES	Distrito Federal
4989	Sombra-de-cobra	PORTUGUES	Espírito Santo
4992	jararaca	PORTUGUES	Bahia
4993	batata-de-cobra	PORTUGUES	Paraná
4995	tinhorão	PORTUGUES	Todas
5000	cipó-titica	PORTUGUES	Brasil
5000	timbó-peba	PORTUGUES	Brasil
5004	lentilha-d'água	PORTUGUES	Brasil
5004	duckweed	INGLES	
5005	lentilha-d`água	PORTUGUES	
5010	costela-de-adão	PORTUGUES	Nordeste
5011	timbó-titica	PORTUGUES	Pará
5011	tajá-brava	PORTUGUES	Acre
5016	imbé	PORTUGUES	
5021	tucuá	PORTUGUES	São Paulo/ Brasil
5023	banana-do-brejo	PORTUGUES	Brasil
5023	imbê-de-comer	PORTUGUES	Brasil
5026	banana-do-brejo	PORTUGUES	
5026	banana-do-chacá	PORTUGUES	
5028	cipó-preto	PORTUGUES	Santa Catarina
5033	imbirana	PORTUGUES	
5034	imbé	PORTUGUES	
5040	maria-mole	PORTUGUES	Bahia
5043	imbé	PORTUGUES	Bahia
5051	cipó-de-imbé	PORTUGUES	
5051	imbé-miúdo	PORTUGUES	
5052	filodendro	PORTUGUES	
5480	malolô	PORTUGUES	Rio de Janeiro
5480	canela-branca	PORTUGUES	Rio de Janeiro
5485	braço-forte-de-quatro-quinas	PORTUGUES	Santa Catarina
5485	cambará	PORTUGUES	Sudeste
5486	braço-de-mico	PORTUGUES	Santa Catarina
5491	braço-forte	PORTUGUES	Brasil
5495	capiçoba-branca	PORTUGUES	Minas Gerais
5503	arnica-brasileira	PORTUGUES	Sudeste e Sul
5503	erva-lanceta	PORTUGUES	Sudeste e Sul
5503	arnica	PORTUGUES	Sudeste e Sul
5503	espiga-de	PORTUGUES	Sudeste e Sul
5505	erva-da-pedra	PORTUGUES	Rio Grande do Sul
5507	jambeiro-do-mato	PORTUGUES	sudeste
5507	rabo-de-cotia	PORTUGUES	sudeste
5507	esponjeira	PORTUGUES	sudeste
5508	jambeiro-do-mato	PORTUGUES	sudeste
5508	rabo-de-cotia	PORTUGUES	sudeste
5508	esponjeira	PORTUGUES	sudeste
5509	cipó-pincel	PORTUGUES	sudeste
5509	criolo	PORTUGUES	sudeste
5510	Cambará	PORTUGUES	Sudeste
5516	cravo-do-campo	PORTUGUES	Sul
5517	cravo-do-campo	PORTUGUES	Sudeste
5518	cravo-do-campo-vermelho	PORTUGUES	
5520	cravo-do-campo	PORTUGUES	Sul e Sudeste
5532	erva-andorinha	PORTUGUES	
5532	selidônea	PORTUGUES	
5532	pau-de-santa-maria	PORTUGUES	
5536	tabaquillo del monte	ESPANHOL	argentina
5536	fumo-bravo	PORTUGUES	sul, sudeste
5544	papel-higiênico-do-cerrado	PORTUGUES	Serra Dourada, GO
5546	espiga-de-dragão	PORTUGUES	Norte
5546	urupé	PORTUGUES	Amazonas, Pará e Goiás
5546	espiga-de-sangue	PORTUGUES	Amazonas, Pará e Goiás
5548	rosa-de-caboclo	PORTUGUES	
5548	estrela-do-chão	PORTUGUES	Mato Grosso
5548	estrela-de-cutia	PORTUGUES	Mato Grosso
5548	fel-da-terra	PORTUGUES	Santa Catarina
5548	erva-de-veado	PORTUGUES	Pernambuco
5548	sempre-viva-do-mato	PORTUGUES	
5548	urupé	PORTUGUES	Pará
5550	espiga-seca	PORTUGUES	Sudeste
5552	boa-noite	PORTUGUES	Santa Catarina
5552	flor-de-piedra	ESPANHOL	
5552	batata-de-escamas	PORTUGUES	Santa Catarina
5553	boa-noite	PORTUGUES	Santa Catarina
5553	carimã	PORTUGUES	Espírito Santo
5553	fel-da-terra	PORTUGUES	Minas Gerais
5553	milho-de-capoeira	PORTUGUES	Minas Gerais
5553	espiga-da-terra	PORTUGUES	Mato Grosso
5553	milho-de-cobra	PORTUGUES	Mato Grosso
5553	pinha-de-raiz	PORTUGUES	
5553	sanchim	PORTUGUES	
5553	urubetim	PORTUGUES	
5553	batata-de-escamas	PORTUGUES	Santa Catarina
5555	cogumelo-de-caboclo	PORTUGUES	
5555	cogumelo-de-sangue	PORTUGUES	
5555	esponja-de-raiz	PORTUGUES	
5555	fel-da-terra	PORTUGUES	
6966	cipó-rabo-de-macaco	PORTUGUES	Santa Catarina
6987	maracajá-nambí	PORTUGUES	Paraná
7003	azulzinha	PORTUGUES	
7009	confete	PORTUGUES	
7012	gota-de-orvalho	PORTUGUES	Sudeste
7012	confete	PORTUGUES	Sudeste
7022	batata-brava	PORTUGUES	
7022	batatarana	PORTUGUES	Acre
7022	boa-noite	PORTUGUES	
7022	cipó-café	PORTUGUES	
7022	dama-da-noite	PORTUGUES	
7022	bona-nox	PORTUGUES	
7022	flor-da-noite	PORTUGUES	
7025	campainha	PORTUGUES	
7025	corriola	PORTUGUES	
7025	batatinha	PORTUGUES	
7025	corda-de-viola	PORTUGUES	
7026	batata-brava	PORTUGUES	Acre
7026	batatão	PORTUGUES	
7026	salsa-brava	PORTUGUES	
7026	batatarana	PORTUGUES	
7026	salsa	PORTUGUES	
7027	jetirana	PORTUGUES	
7029	timbó	PORTUGUES	
7030	campainha	PORTUGUES	
7030	corda-de-viola	PORTUGUES	
7030	corriola	PORTUGUES	
7030	jitirana	PORTUGUES	
7030	ipoméia	PORTUGUES	
7030	enrola-semana	PORTUGUES	
7030	jetirana	PORTUGUES	
7032	algodão-bravo	PORTUGUES	
7032	mata-cabra	PORTUGUES	
7033	cipó-batata	PORTUGUES	
7033	vetila	PORTUGUES	
7039	amaroleite	PORTUGUES	Minas Gerais
7039	jalapa-de-mato-grosso	PORTUGUES	Mato Grosso
7041	amarra-amarra	PORTUGUES	
7041	batatarana	PORTUGUES	
7041	jitirana	PORTUGUES	
7041	jitirana-vermelha	PORTUGUES	
7041	corda-de-viola	PORTUGUES	
7041	corriola	PORTUGUES	
7041	jetirana	PORTUGUES	
7043	campainha-branca	PORTUGUES	
7043	cipó-da-praia	PORTUGUES	
7043	couve-marinha	PORTUGUES	
7043	salsa-da-praia	PORTUGUES	
7045	campainha	PORTUGUES	
7045	corriola	PORTUGUES	
1598	rabo-de-raposa	PORTUGUES	Sudeste do Brasil
1609	palmatória	PORTUGUES	Nordeste do Brasil
1609	palma	PORTUGUES	Nordeste do Brasil
1609	palma-miuda	PORTUGUES	Nordeste do Brasil
1609	palma-doce	PORTUGUES	Nordeste do Brasil
1609	cacto	PORTUGUES	
1609	nopal	PORTUGUES	
1609	cacto-sem-espinho	PORTUGUES	
1609	cardo-de-cochonilha	PORTUGUES	
1613	palmatória	PORTUGUES	Nordeste do Brasil
1613	palma-de-espinho	PORTUGUES	
1614	figueira-da-índia	PORTUGUES	
1614	palmatória	PORTUGUES	Nordeste do Brasil
1614	palma	PORTUGUES	Nordeste do Brasil
1614	palma-gigante	PORTUGUES	Nordeste do Brasil
1614	figo-da-índia	PORTUGUES	Nordeste do Brasil
1614	figo-da-espanha	PORTUGUES	Nordeste do Brasil
1614	jamaracá	PORTUGUES	Nordeste do Brasil
1614	jurumbeba	PORTUGUES	Nordeste do Brasil
1616	urumbeba	PORTUGUES	Nordeste do Brasil
1616	palmatória	PORTUGUES	Nordeste do Brasil
1616	monducuru	PORTUGUES	Nordeste do Brasil
1633	azedinha	PORTUGUES	Nordeste do Brasil
1633	ora-pro-nobis	PORTUGUES	Nordeste e sudeste do Brasil
1633	espinho-preto	PORTUGUES	Nordeste do Brasil
1633	surucucú	PORTUGUES	Nordeste do Brasil
1633	cipó-santo	PORTUGUES	Nordeste do Brasil
1633	lobolôbô	PORTUGUES	Nordeste do Brasil
1633	espinho-de-santo-antônio	PORTUGUES	Nordeste do Brasil
1634	facho	PORTUGUES	Nordeste do Brasil
1634	ora-pro-nobis-da-mata	PORTUGUES	Nordeste do Brasil
1635	quiabento	PORTUGUES	Nordeste do Brasil
1635	quiá-bento	PORTUGUES	Nordeste do Brasil
1635	inhabento	PORTUGUES	Nordeste do Brasil
1635	jumbeba	PORTUGUES	Nordeste do Brasil
1635	surucurú	PORTUGUES	Nordeste do Brasil
1635	flor-de-cera	PORTUGUES	Nordeste do Brasil
1635	espinho-de-santo-antônio	PORTUGUES	Nordeste do Brasil
1635	entrada-de-baile	PORTUGUES	Nordeste do Brasil
1635	ora-pro-nobis	PORTUGUES	Nordeste do Brasil
